Indicator,Group,State,lat,long,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,,,South Carolina,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.1,9.8,17,9.8 - 17.0,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,,,South Dakota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,8.1,5.2,11.8,5.2 - 11.8,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,,,Tennessee,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.4,8.4,17.2,8.4 - 17.2,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,,,Texas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.8,10.6,15.3,10.6 - 15.3,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,,,Utah,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.1,9.5,15,9.5 - 15.0,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,,,Vermont,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.1,8.4,19.2,8.4 - 19.2,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,,,Virginia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.2,9.8,15,9.8 - 15.0,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,,,Washington,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.7,11.3,16.4,11.3 - 16.4,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,,,West Virginia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.1,10.5,23,10.5 - 23.0,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,,,Wisconsin,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,8.5,6.3,11.2,6.3 - 11.2,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,,,Wyoming,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.5,7.6,16.5,7.6 - 16.5,8.1-11.8
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,,,United States,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.5,18.9,20.1,18.9 - 20.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,23.3,20.6,26.1,20.6 - 26.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,23,21.6,24.5,21.6 - 24.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,22.2,20.7,23.7,20.7 - 23.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,20.4,18.8,22,18.8 - 22.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.3,15.1,17.7,15.1 - 17.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.8,10.2,13.6,10.2 - 13.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,80 years and above,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,9.1,6.5,12.3,6.5 - 12.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,,,Male,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.1,17.1,19.2,17.1 - 19.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,,,Female,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,20.8,20,21.6,20.0 - 21.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,26.5,23.8,29.2,23.8 - 29.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.8,16.2,17.4,16.2 - 17.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,22.6,20.3,25,20.3 - 25.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,23.2,20.2,26.3,20.2 - 26.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,25.4,22.3,28.6,22.3 - 28.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,23.5,19.3,28.2,19.3 - 28.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.7,17.2,20.3,17.2 - 20.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,22,20.8,23.1,20.8 - 23.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.3,16.7,18,16.7 - 18.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Disability status,United States,,,With disability,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,34.7,32.3,37.1,32.3 - 37.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Disability status,United States,,,Without disability,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.2,16.6,17.8,16.6 - 17.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,32.806671,-86.79113,Alabama,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,22.6,17.3,28.6,17.3 - 28.6,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,61.370716,-152.404419,Alaska,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,22.9,17.6,29,17.6 - 29.0,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,33.729759,-111.431221,Arizona,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,21.7,18.5,25.1,18.5 - 25.1,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,34.969704,-92.373123,Arkansas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.8,8.7,17.9,8.7 - 17.9,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,36.116203,-119.681564,California,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,25.9,23.2,28.8,23.2 - 28.8,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,39.059811,-105.311104,Colorado,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.3,15.9,23.2,15.9 - 23.2,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,41.597782,-72.755371,Connecticut,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.7,13.8,22.3,13.8 - 22.3,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,39.318523,-75.507141,Delaware,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,22,17.3,27.3,17.3 - 27.3,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,38.897438,-77.026817,District of Columbia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,20.3,13.7,28.4,13.7 - 28.4,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,27.766279,-81.686783,Florida,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.3,15.8,21.1,15.8 - 21.1,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,33.040619,-83.643074,Georgia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.7,14.5,21.2,14.5 - 21.2,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,21.094318,-157.498337,Hawaii,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.9,13.3,28.1,13.3 - 28.1,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,44.240459,-114.478828,Idaho,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.7,11.1,18.9,11.1 - 18.9,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,40.349457,-88.986137,Illinois,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.8,14.6,21.5,14.6 - 21.5,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,39.849426,-86.258278,Indiana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.5,13,20.4,13.0 - 20.4,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,42.011539,-93.210526,Iowa,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.2,11.2,20,11.2 - 20.0,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,38.5266,-96.726486,Kansas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.8,12.5,21.7,12.5 - 21.7,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,37.66814,-84.670067,Kentucky,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.1,14.6,24.2,14.6 - 24.2,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,31.169546,-91.867805,Louisiana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.5,11.3,20.5,11.3 - 20.5,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,44.693947,-69.381927,Maine,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.2,12.6,22.6,12.6 - 22.6,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,39.063946,-76.802101,Maryland,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.5,16.3,22.9,16.3 - 22.9,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,42.230171,-71.530106,Massachusetts,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.2,15.6,21,15.6 - 21.0,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,43.326618,-84.536095,Michigan,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.5,14.1,19.2,14.1 - 19.2,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,45.694454,-93.900192,Minnesota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.4,16.7,22.3,16.7 - 22.3,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,32.741646,-89.678696,Mississippi,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.4,13.8,23.8,13.8 - 23.8,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,38.456085,-92.288368,Missouri,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.9,13.8,22.7,13.8 - 22.7,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,46.921925,-110.454353,Montana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.9,13.5,23,13.5 - 23.0,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,41.12537,-98.268082,Nebraska,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.1,11.3,17.2,11.3 - 17.2,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,38.313515,-117.055374,Nevada,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.9,15.6,22.7,15.6 - 22.7,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,43.452492,-71.563896,New Hampshire,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18,14.5,22,14.5 - 22.0,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,40.298904,-74.521011,New Jersey,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,21.4,17.1,26.1,17.1 - 26.1,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,34.840515,-106.248482,New Mexico,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,27.2,22.4,32.4,22.4 - 32.4,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,42.165726,-74.948051,New York,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,21.4,17.9,25.2,17.9 - 25.2,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,35.630066,-79.806419,North Carolina,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,20.7,17.2,24.5,17.2 - 24.5,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,47.528912,-99.784012,North Dakota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,21.3,16.1,27.4,16.1 - 27.4,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,40.388783,-82.764915,Ohio,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14,11,17.6,11.0 - 17.6,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,35.565342,-96.928917,Oklahoma,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,20.4,16.2,25.1,16.2 - 25.1,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,44.572021,-122.070938,Oregon,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,23.2,19.7,26.9,19.7 - 26.9,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,40.590752,-77.209755,Pennsylvania,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.2,15.5,21.2,15.5 - 21.2,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,41.680893,-71.51178,Rhode Island,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,24.6,17,33.6,17.0 - 33.6,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,33.856892,-80.945007,South Carolina,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19,14.6,24.1,14.6 - 24.1,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,44.299782,-99.438828,South Dakota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.6,10.2,20,10.2 - 20.0,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,35.747845,-86.692345,Tennessee,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18,13.8,22.9,13.8 - 22.9,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,31.054487,-97.563461,Texas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.4,17.1,22,17.1 - 22.0,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,40.150032,-111.862434,Utah,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.3,13.4,19.5,13.4 - 19.5,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,44.045876,-72.710686,Vermont,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.9,12.1,22.6,12.1 - 22.6,16.9-18.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,37.769337,-78.169968,Virginia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.1,13.9,18.6,13.9 - 18.6,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,47.400902,-121.490494,Washington,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,22.3,19.7,25,19.7 - 25.0,20.8-27.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,38.491226,-80.954453,West Virginia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,20.4,14.5,27.4,14.5 - 27.4,18.4-20.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,44.268543,-89.616508,Wisconsin,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14,10.6,17.9,10.6 - 17.9,12.8-16.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,42.755966,-107.30249,Wyoming,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.3,12.2,23.5,12.2 - 23.5,16.9-18.3
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,,,United States,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,14.6,14,15.3,14.0 - 15.3,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,20.2,17.3,23.3,17.3 - 23.3,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,17.7,16.2,19.4,16.2 - 19.4,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,16.9,15.8,18,15.8 - 18.0,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,14.4,13.1,15.8,13.1 - 15.8,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,11.3,10.1,12.5,10.1 - 12.5,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,7.6,6.6,8.7,6.6 - 8.7,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,80 years and above,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,6.4,4.3,9.3,4.3 - 9.3,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Male,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,12.9,11.9,13.9,11.9 - 13.9,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Female,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,16.2,15.5,16.9,15.5 - 16.9,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,19,16.6,21.4,16.6 - 21.4,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,13,12.4,13.6,12.4 - 13.6,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,15.4,13.9,17,13.9 - 17.0,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,16.7,14.4,19.2,14.4 - 19.2,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,20.2,17,23.7,17.0 - 23.7,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,17.8,13.7,22.5,13.7 - 22.5,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,12.7,11.6,14,11.6 - 14.0,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,16.8,15.7,17.9,15.7 - 17.9,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,13.7,12.9,14.4,12.9 - 14.4,
"Delayed Medical Care, Last 4 Weeks",By Disability status,United States,,,With disability,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,26.3,24.3,28.4,24.3 - 28.4,
"Delayed Medical Care, Last 4 Weeks",By Disability status,United States,,,Without disability,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,12.7,12.1,13.4,12.1 - 13.4,
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,,,Alabama,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,13.4,10.5,16.7,10.5 - 16.7,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,,,Alaska,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,13.2,10.4,16.4,10.4 - 16.4,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,,,Arizona,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,16.9,13.9,20.1,13.9 - 20.1,15.7-24.0
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,,,Arkansas,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,14.9,10.5,20.2,10.5 - 20.2,13.5-15.6
"Delayed Medical Care, Last 4 Weeks",By State,California,,,California,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,18.5,16.5,20.8,16.5 - 20.8,15.7-24.0
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,,,Colorado,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,15,12.5,17.9,12.5 - 17.9,13.5-15.6
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,,,Connecticut,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,10.9,8.6,13.5,8.6 - 13.5,8.5-11.4
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,,,Delaware,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,17.7,11.8,25,11.8 - 25.0,15.7-24.0
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,,,District of Columbia,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,20.2,15,26.4,15.0 - 26.4,15.7-24.0
"Delayed Medical Care, Last 4 Weeks",By State,Florida,,,Florida,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,12.1,9.7,14.9,9.7 - 14.9,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,,,Georgia,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,15.6,12.2,19.4,12.2 - 19.4,13.5-15.6
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,,,Hawaii,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,16.2,10.1,23.9,10.1 - 23.9,15.7-24.0
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,,,Idaho,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,10.7,8.4,13.4,8.4 - 13.4,8.5-11.4
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,,,Illinois,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,12,9.2,15.2,9.2 - 15.2,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,,,Indiana,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,12.8,10,16,10.0 - 16.0,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,,,Iowa,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,10.6,7.3,14.8,7.3 - 14.8,8.5-11.4
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,,,Kansas,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,9.9,7.2,13.2,7.2 - 13.2,8.5-11.4
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,,,Kentucky,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,11.1,7.7,15.4,7.7 - 15.4,8.5-11.4
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,,,Louisiana,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,13.4,9,18.7,9.0 - 18.7,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Maine,,,Maine,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,13.4,9.8,17.8,9.8 - 17.8,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,,,Maryland,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,18.2,15.4,21.4,15.4 - 21.4,15.7-24.0
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,,,Massachusetts,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,15.4,12.6,18.6,12.6 - 18.6,13.5-15.6
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,,,Michigan,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,14.9,11.8,18.6,11.8 - 18.6,13.5-15.6
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,,,Minnesota,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,11.1,9,13.6,9.0 - 13.6,8.5-11.4
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,,,Mississippi,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,11.4,8.1,15.4,8.1 - 15.4,8.5-11.4
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,,,Missouri,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,11.9,9.1,15.2,9.1 - 15.2,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Montana,,,Montana,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,10.8,7.4,15,7.4 - 15.0,8.5-11.4
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,,,Nebraska,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,12.4,8.8,16.9,8.8 - 16.9,11.5-13.4
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,,,Nevada,3.1,33,Jun 23 - Jul 5,06/23/2021,07/05/2021,17.8,13.6,22.8,13.6 - 22.8,15.7-24.0
